orth,pron,pattern,nphon,v_lec,v_lec_freq,v_lec_nh,v_lec_nh_freq,v_psum,v_pskew,v_pkurt,v_psd,v_pfwsum,v_psum_nh,v_pskew_nh,v_pkurt_nh,v_psd_nh,v_pfwsum_nh,a_denb,a_denb_freq,a_denb_nh,a_denb_nh_freq,a_dena,a_dena_freq,a_dena_nh,a_dena_nh_freq,a_dena_hfn,a_dena_hfn_nh,a_denb_hfn,a_denb_hfn_nh,a_psum,a_pskew,a_pkurt,a_psd,a_pfwsum,a_psum_nh,a_pskew_nh,a_pkurt_nh,a_psd_nh,a_pfwsum_nh,a_wt_psum,a_wt_pskew,a_wt_pkurt,a_wt_psd,a_wt_pfwsum,a_wt_psum_nh,a_wt_pskew_nh,a_wt_pkurt_nh,a_wt_psd_nh,a_wt_pfwsum_nh
sham,∫æm,CVC,3,9,7.4700,9,7.4700,13.0868,11.5020,152.2560,0.0497,106.3162,12.2117,11.0261,137.9715,0.0527,99.7433,21,8.2367,19,8.3511,19,8.1963,17,8.1963,12,11,13,12,21.2898,12.3888,242.8068,0.0103,170.1820,19.1223,12.5679,251.3280,0.0104,153.8893,11.4526,6.0878,45.3951,0.0162,97.6890,10.1459,6.0092,44.7919,0.0163,87.9823
shower,∫aʊr,CVC,3,0,,0,,4.0966,11.0384,145.4876,0.0107,31.4707,3.6332,10.5810,136.1486,0.0104,28.5283,18,8.3378,15,8.5247,14,8.0486,12,8.0486,4,4,6,5,20.7992,14.0614,286.7111,0.0107,165.1466,17.7927,14.8278,315.8970,0.0106,142.6275,10.6881,7.3154,66.3833,0.0155,86.8182,9.1709,7.4241,67.7406,0.0157,75.7773
shout,∫aʊt,CVC,3,0,,0,,7.0419,9.0293,123.1046,0.0139,55.3694,6.4315,8.6799,112.1435,0.0148,50.9499,15,8.6933,14,8.8136,13,8.4392,12,8.4392,8,8,9,9,19.2974,14.0753,302.3024,0.0090,157.1865,17.3225,14.1945,303.9731,0.0092,142.3232,11.5113,7.6308,81.5383,0.0146,96.9826,10.4284,7.4533,76.6049,0.0153,88.9494
shod,∫ɑd,CVC,3,5,7.8020,5,7.8020,19.2720,10.7641,151.5161,0.0451,159.1807,17.6892,10.4773,142.3581,0.0472,147.1605,21,8.8252,21,8.8252,18,9.0339,18,9.0339,17,17,20,20,27.4393,10.5809,161.9704,0.0111,216.4722,24.6991,10.4857,156.3126,0.0115,196.1243,15.6926,5.9645,45.6950,0.0184,128.9271,14.2083,5.7462,41.8633,0.0193,117.9884
shock,∫ɑk,CVC,3,13,7.3754,12,7.2317,18.9641,10.7985,139.2609,0.0549,150.7632,17.3032,10.6000,133.7119,0.0570,137.7152,29,7.6038,25,7.7384,25,7.5492,21,7.5492,6,6,6,6,29.1069,14.8992,309.5719,0.0160,230.8184,26.4677,14.9134,305.2337,0.0165,211.1705,17.1704,9.2517,115.5797,0.0279,141.0738,15.6128,9.1093,109.8526,0.0292,129.6637
shop,∫ɑp,CVC,3,3,8.4633,3,8.4633,8.1737,19.5123,459.3751,0.0327,67.2153,7.7990,18.3528,403.9981,0.0350,64.3595,19,8.3242,18,8.5111,15,8.4527,15,8.4527,3,3,3,3,27.9699,16.6260,396.2995,0.0150,223.3469,25.4563,16.4996,392.9202,0.0152,204.1874,16.1765,10.9203,165.9519,0.0252,134.0393,14.9253,10.4435,149.5693,0.0268,124.7904
shot,∫ɑt,CVC,3,5,6.6180,5,6.6180,19.0579,11.6648,174.1015,0.0470,152.3665,17.4759,11.3454,162.4819,0.0494,140.4197,25,8.9508,23,9.0939,22,8.9959,20,8.9959,4,4,4,4,28.8586,13.9884,291.1518,0.0142,234.9809,26.0773,14.0184,286.8018,0.0146,214.0723,17.4275,8.5272,107.1831,0.0244,147.0400,15.8271,8.3339,100.3559,0.0257,135.0890
shade,∫ed,CVC,3,12,7.4000,12,7.4000,23.6163,9.1260,104.4551,0.0529,197.8296,21.2598,8.7382,94.1840,0.0562,179.8830,28,8.0079,25,8.0788,23,8.0991,21,8.0991,12,12,13,13,28.0902,13.8370,279.2731,0.0126,224.6864,24.5323,14.0367,278.2294,0.0129,198.9427,16.7576,8.0733,88.6010,0.0218,137.5316,14.6789,7.8930,82.4079,0.0230,122.3876
shake,∫ek,CVC,3,15,8.8400,14,8.8836,20.6990,9.3786,109.5589,0.0502,173.8467,18.3937,9.2208,106.9639,0.0511,156.5788,26,8.0604,24,8.2171,24,8.1454,22,8.1454,12,12,12,12,27.5496,13.6907,305.6232,0.0133,223.1311,24.5946,13.7952,304.1331,0.0136,201.4286,16.6966,8.1759,105.7351,0.0236,139.4000,14.9281,8.0877,101.5587,0.0247,126.5253
shale,∫el,CVC,3,15,9.0833,14,9.1443,22.7062,9.2416,108.9912,0.0514,194.2239,20.4035,8.9178,99.7293,0.0543,176.5067,40,8.1780,30,8.4443,38,8.2413,29,8.2413,36,27,38,28,30.3442,10.0582,144.9410,0.0136,244.9655,25.4424,10.8827,169.1761,0.0132,208.9497,17.3140,6.3321,52.2573,0.0240,143.3766,14.3198,6.7897,59.6537,0.0238,120.9556
shame,∫em,CVC,3,9,7.2022,9,7.2022,11.9571,11.4275,156.6315,0.0443,97.0728,11.1621,10.9752,142.6202,0.0470,91.1357,20,8.2050,20,8.2050,17,8.5400,17,8.5400,5,5,5,5,23.3198,13.2880,254.7340,0.0113,187.1868,20.2818,13.6555,262.2761,0.0115,164.9420,13.5966,6.2843,49.8394,0.0181,113.7606,11.6209,6.3896,50.4066,0.0186,99.4741
shape,∫ep,CVC,3,9,7.1222,9,7.1222,12.4113,11.2871,156.4928,0.0430,100.0644,11.6068,10.8203,142.0112,0.0455,94.0722,17,8.0906,17,8.0906,14,8.0464,14,8.0464,3,3,3,3,26.6301,15.1348,380.2177,0.0126,215.8290,23.8722,15.0781,367.9695,0.0130,195.4273,15.8868,9.4115,148.8493,0.0213,132.0509,14.3481,9.1334,137.3268,0.0225,120.7723
shave,∫ev,CVC,3,8,7.3188,8,7.3188,9.1115,13.8401,231.6753,0.0326,71.8636,8.5923,13.0148,203.7432,0.0348,68.0185,19,8.1495,18,8.2389,17,8.3200,16,8.3200,12,12,12,12,30.8169,14.4446,339.2877,0.0135,246.8910,26.7373,14.7945,342.4038,0.0139,217.1219,17.9284,9.4807,137.0194,0.0233,146.1488,15.4852,9.4285,130.7986,0.0244,128.2712
chaise,∫ez,CVC,3,12,7.7658,12,7.7658,22.4281,8.8441,95.7955,0.0499,190.6468,20.0184,8.5759,88.3093,0.0526,172.3596,34,7.6056,22,8.5055,32,7.6891,20,7.6891,29,19,31,21,29.6467,14.1383,340.4893,0.0132,238.9275,25.2238,15.3814,389.2511,0.0130,206.7092,18.4289,8.5531,114.5670,0.0242,151.7989,15.4075,9.2042,126.9772,0.0244,129.7618
shed,∫ɛd,CVC,3,12,7.3975,12,7.3975,25.7836,7.9786,77.1251,0.0536,217.9682,23.3010,7.6558,69.8137,0.0568,199.0575,22,9.3491,22,9.3491,18,9.7483,18,9.7483,14,14,15,15,29.3880,12.2470,225.4318,0.0118,238.6554,26.2480,12.1696,217.1513,0.0122,215.3947,16.9734,6.8907,62.9790,0.0196,145.3219,15.3003,6.6160,56.9768,0.0208,132.7128
chef,∫ɛf,CVC,3,8,7.3513,8,7.3513,8.5445,14.8790,268.8103,0.0367,68.2843,8.1212,13.9908,236.4316,0.0392,65.1627,8,8.9025,8,8.9025,7,8.9400,7,8.9400,6,6,7,7,33.4194,8.5477,103.3102,0.0121,274.3828,29.9350,8.2574,94.6701,0.0121,248.1018,19.7224,5.3262,36.3455,0.0210,168.8421,17.7830,5.0197,31.7601,0.0214,154.1258
shell,∫ɛl,CVC,3,15,8.7100,14,8.7443,24.5914,8.6130,99.4661,0.0516,206.1033,22.1769,8.3557,92.3604,0.0543,187.4579,25,8.5228,23,8.5061,21,8.7871,19,8.7871,6,6,6,6,32.8105,14.2751,285.0438,0.0161,266.3509,28.3954,14.7252,294.5722,0.0164,232.5642,17.5799,7.9046,88.1710,0.0244,149.7665,15.0483,8.1550,91.7193,0.0249,129.7255
share,∫ɛr,CVC,3,8,6.8888,8,6.8888,15.0640,12.1288,210.5289,0.0368,122.9294,13.5904,11.9519,203.5839,0.0382,111.8346,37,9.1881,24,9.5858,31,9.2971,21,9.2971,6,4,7,5,31.7908,13.5076,263.8186,0.0157,261.7444,26.6385,14.8794,314.8098,0.0152,221.2603,17.3376,8.6613,104.3238,0.0266,150.5074,14.3573,9.5658,125.6043,0.0258,126.0162
shirk,∫ɝk,CVC,3,3,7.5500,3,7.5500,10.5248,16.6004,356.0405,0.0332,86.0172,9.7396,15.8216,319.3621,0.0353,80.1810,17,7.6947,15,7.8967,16,7.8869,14,7.8869,15,13,15,13,26.9406,13.4390,280.9858,0.0127,216.5560,24.1721,13.7364,287.8903,0.0130,196.3027,16.7005,8.0103,91.5905,0.0235,138.3885,15.0060,8.0648,90.7304,0.0244,126.1773
shirt,∫ɝt,CVC,3,1,13.3000,1,13.3000,11.5181,9.6937,145.9788,0.0244,95.9765,10.5481,9.4249,136.8024,0.0256,88.8108,16,8.3350,13,8.5408,15,8.3533,12,8.3533,6,6,6,6,27.1088,13.5268,293.6424,0.0122,220.4191,24.0790,14.0405,314.9980,0.0122,198.0591,17.1224,7.7865,94.9969,0.0217,142.8006,15.2251,8.0305,100.8565,0.0220,128.8980
shied,∫aɪd,CVC,3,12,7.7467,12,7.7467,22.4209,9.5340,123.6852,0.0470,185.4158,19.8616,9.3839,116.6569,0.0494,165.3247,29,8.0859,23,8.3539,26,7.9619,21,7.9619,23,18,26,20,23.6450,15.4353,366.5621,0.0123,185.6482,20.3608,16.6275,416.7779,0.0122,160.4218,13.9647,9.4143,128.6471,0.0220,110.9464,12.1470,9.8264,138.4461,0.0222,97.0288
shill,∫ɪl,CVC,3,13,7.5731,11,7.7700,22.3714,9.2256,107.8711,0.0523,182.4477,19.9046,9.0953,102.8791,0.0547,164.5553,27,8.5204,25,8.5332,25,8.5828,23,8.5828,22,20,24,22,31.4561,14.6013,328.3690,0.0150,254.3161,27.1853,14.0121,310.4936,0.0145,222.3916,17.8325,9.2797,118.3745,0.0272,150.2395,15.3127,8.8380,110.9003,0.0264,131.1936
shim,∫ɪm,CVC,3,10,8.2650,8,8.4900,14.3601,11.1285,136.7066,0.0586,117.9843,12.4539,11.1422,138.4333,0.0570,104.0019,16,8.5838,13,8.8169,16,8.5838,13,8.5838,15,12,15,12,23.7083,16.4254,496.6691,0.0109,191.6701,20.9552,17.3490,548.6826,0.0108,171.0783,13.9259,9.9967,167.4253,0.0201,118.4972,12.1985,10.4160,179.1138,0.0204,105.5401
shin,∫ɪn,CVC,3,13,7.4338,11,7.6055,24.1235,9.1395,102.9248,0.0577,195.9285,21.2775,9.1343,101.2286,0.0597,175.3576,28,8.6504,23,8.8674,26,8.3496,22,8.3496,17,16,19,17,28.1916,15.3946,383.8390,0.0136,228.4890,24.8776,16.1702,416.3653,0.0136,203.4948,16.5369,9.1958,125.2081,0.0252,140.1068,14.4581,9.4747,130.2566,0.0258,124.5020
shine,∫aɪn,CVC,3,15,8.8733,14,8.9193,21.1937,5.8510,40.6374,0.0376,175.1613,18.9019,5.7358,38.4467,0.0392,157.4915,26,8.0177,22,8.0955,23,8.0583,19,8.0583,11,9,12,10,21.9435,13.3346,249.9505,0.0112,175.4607,19.0019,13.9058,274.8629,0.0109,153.0025,12.3953,7.0111,59.6398,0.0184,101.7426,10.5560,7.1345,63.0185,0.0179,87.8977
ship,∫ɪp,CVC,3,10,7.7970,8,7.9050,15.3024,11.0383,131.8236,0.0609,120.8517,13.4083,11.2231,137.7099,0.0603,107.1146,24,8.0475,22,8.1355,21,7.9090,20,7.9090,0,0,0,0,29.3283,12.7523,250.4342,0.0140,237.9512,26.3821,12.7525,255.2113,0.0140,215.4926,17.6413,7.4171,90.6129,0.0233,146.5117,16.0474,7.3968,88.6016,0.0242,134.8304
shear,∫ɪr,CVC,3,4,6.4975,4,6.4975,13.4653,15.6060,322.4613,0.0375,106.5927,12.0045,15.4224,306.0784,0.0393,95.9553,34,8.4715,28,8.6471,32,8.6659,26,8.6659,24,20,25,21,30.1906,15.2209,347.9378,0.0152,245.0534,26.0670,16.0322,374.9008,0.0153,213.4075,17.2015,9.4498,123.2635,0.0274,146.0811,14.8277,9.7442,127.2505,0.0281,127.3796
sheer,∫ɪr,CVC,3,4,6.4975,4,6.4975,13.4653,15.6060,322.4613,0.0375,106.5927,12.0045,15.4224,306.0784,0.0393,95.9553,34,8.4715,28,8.6471,32,8.6659,26,8.6659,17,16,18,17,30.1906,15.2209,347.9378,0.0152,245.0534,26.0670,16.0322,374.9008,0.0153,213.4075,17.2015,9.4498,123.2635,0.0274,146.0811,14.8277,9.7442,127.2505,0.0281,127.3796
shire,∫aɪr,CVC,3,8,7.4588,8,7.4588,12.4947,9.9689,133.0118,0.0281,100.8356,11.3610,9.6391,123.5206,0.0296,92.2421,21,7.7676,20,7.8155,18,8.0194,17,8.0194,14,13,16,15,23.5349,14.3696,325.6662,0.0117,188.3547,20.2159,14.8355,335.5601,0.0119,162.7994,12.4474,6.6229,55.0680,0.0173,101.5335,10.7470,6.5450,52.7702,0.0179,88.4930
shies,∫aɪz,CVC,3,12,7.8900,12,7.8900,21.2280,8.8079,104.0681,0.0434,176.6941,18.7355,8.7102,98.9686,0.0455,157.1764,29,7.7852,23,8.2122,24,7.9613,19,7.9613,24,19,29,23,24.0328,12.8552,237.4820,0.0117,190.8150,20.6112,13.6916,265.9641,0.0116,164.7000,14.4674,6.9843,62.4556,0.0201,115.8706,12.4177,7.1715,65.8004,0.0202,100.2372
showed,∫od,CVC,3,6,8.9900,6,8.9900,14.2761,11.6094,175.1248,0.0388,119.5042,12.5062,11.7735,176.9278,0.0399,107.0778,27,8.0704,20,8.6440,24,7.9863,18,7.9863,7,7,8,8,27.8743,12.5540,226.7310,0.0120,222.5021,24.1789,13.2237,248.2939,0.0119,195.8157,16.5119,7.5844,76.8704,0.0208,135.0131,14.3717,7.7768,80.3158,0.0211,119.7609
shoal,∫ol,CVC,3,5,8.9900,4,9.7425,12.6474,12.6842,213.7433,0.0347,106.1797,10.5543,11.9599,201.4102,0.0314,91.3552,31,8.5339,23,8.7187,29,8.5272,21,8.5272,29,21,31,23,31.0235,12.5867,244.7796,0.0144,250.9250,25.9400,14.0029,296.5346,0.0140,213.0985,16.8853,6.4557,54.9173,0.0226,140.0499,13.9758,6.9791,65.1450,0.0219,118.1697
shone,∫on,CVC,3,4,8.3025,4,8.3025,12.6178,11.5948,183.9513,0.0324,104.1529,11.2372,11.4825,175.6820,0.0339,93.7379,23,8.7622,20,8.9035,21,8.4229,18,8.4229,18,16,20,18,26.6648,11.5879,188.7613,0.0118,216.6152,23.1492,11.4539,185.1155,0.0115,190.0983,15.4146,7.0060,63.2396,0.0212,129.6898,13.2648,6.8134,60.4356,0.0209,113.5480
shown,∫on,CVC,3,4,8.3025,4,8.3025,12.6178,11.5948,183.9513,0.0324,104.1529,11.2372,11.4825,175.6820,0.0339,93.7379,23,8.7622,20,8.9035,21,8.4229,18,8.4229,3,3,5,5,26.6648,11.5879,188.7613,0.0118,216.6152,23.1492,11.4539,185.1155,0.0115,190.0983,15.4146,7.0060,63.2396,0.0212,129.6898,13.2648,6.8134,60.4356,0.0209,113.5480
shows,∫oz,CVC,3,6,8.8150,6,8.8150,14.2442,13.6204,234.8836,0.0432,118.9511,12.6158,13.4948,225.1458,0.0452,107.4176,27,8.0567,22,8.3336,24,8.0354,19,8.0354,3,3,4,4,29.3748,15.0456,340.7485,0.0134,235.1670,25.2345,15.8304,369.4737,0.0133,204.9630,17.8500,8.9356,114.0846,0.0236,144.8902,15.2855,9.1444,118.1701,0.0240,126.3441
shawl,∫ɔl,CVC,3,13,7.6915,12,7.5742,17.8152,10.1116,132.7208,0.0416,146.7576,15.9426,9.1707,112.4958,0.0405,131.9080,29,8.0883,22,8.7409,25,8.1348,19,8.1348,20,16,22,18,31.0312,13.7428,292.4695,0.0148,247.2661,26.6376,14.6467,319.9604,0.0148,215.8057,16.1946,7.7652,96.1855,0.0225,133.4295,13.6686,8.3616,107.9979,0.0225,115.1881
Sean,∫ɔn,CVC,3,12,7.2200,12,7.2200,19.2649,10.0887,131.5449,0.0464,156.1285,17.9635,9.5658,117.0735,0.0494,146.6568,17,7.3182,15,7.6413,15,7.4193,13,7.4193,2,2,2,2,24.8602,11.9525,213.1954,0.0106,198.3298,22.0312,11.3517,195.4113,0.0104,177.9554,14.0646,7.3201,75.0106,0.0187,117.0028,12.2986,6.8782,68.1109,0.0183,104.7006
Shawn,∫ɔn,CVC,3,12,7.2200,12,7.2200,19.2649,10.0887,131.5449,0.0464,156.1285,17.9635,9.5658,117.0735,0.0494,146.6568,17,7.3182,15,7.6413,15,7.4193,13,7.4193,2,2,2,2,24.8602,11.9525,213.1954,0.0106,198.3298,22.0312,11.3517,195.4113,0.0104,177.9554,14.0646,7.3201,75.0106,0.0187,117.0028,12.2986,6.8782,68.1109,0.0183,104.7006
shore,∫ɔr,CVC,3,4,7.9925,4,7.9925,12.2424,16.6281,328.0723,0.0411,99.8126,11.1954,15.9989,298.5562,0.0435,91.9292,41,8.7061,29,9.2028,34,8.7459,24,8.7459,14,11,16,13,33.5805,12.1995,214.5385,0.0173,270.3565,28.5963,13.1691,243.1862,0.0171,233.5357,16.6241,8.1327,95.3686,0.0268,138.0433,13.8230,8.9820,112.9451,0.0264,116.7995
chute,∫ut,CVC,3,6,8.8100,6,8.8100,14.3785,12.4160,176.6885,0.0478,121.1543,13.5404,11.6609,154.9051,0.0511,115.0479,18,8.5144,15,8.8160,16,8.7075,14,8.7075,12,11,13,12,24.6836,12.5588,234.3566,0.0122,200.8926,21.4913,12.8118,248.8141,0.0119,177.5340,15.5174,7.0661,75.1644,0.0208,128.6614,13.8284,7.1409,76.2809,0.0213,116.5146
shoot,∫ut,CVC,3,6,8.8100,6,8.8100,14.3785,12.4160,176.6885,0.0478,121.1543,13.5404,11.6609,154.9051,0.0511,115.0479,18,8.5144,15,8.8160,16,8.7075,14,8.7075,3,3,3,3,24.6836,12.5588,234.3566,0.0122,200.8926,21.4913,12.8118,248.8141,0.0119,177.5340,15.5174,7.0661,75.1644,0.0208,128.6614,13.8284,7.1409,76.2809,0.0213,116.5146
shoes,∫uz,CVC,3,7,8.6543,6,8.9283,15.3005,12.3358,170.3335,0.0541,129.0277,13.6803,12.0470,165.0493,0.0538,117.4504,24,7.9492,19,8.3074,21,8.0490,17,8.0490,10,9,10,9,25.8727,16.2487,372.7966,0.0141,207.4278,21.8171,16.9227,427.6826,0.0128,178.2067,16.0162,9.6302,131.1072,0.0240,130.1747,13.6601,9.7834,140.6722,0.0230,113.4675
shush,∫ʊ∫,CVC,3,1,10.8000,1,10.8000,5.0998,18.9458,474.0359,0.0154,43.9230,4.7430,18.1512,429.3862,0.0163,41.3208,5,10.6580,5,10.6580,5,10.6580,5,10.6580,5,5,5,5,15.7611,11.8626,220.7430,0.0062,128.1003,14.2513,11.9082,221.0706,0.0064,116.7797,9.8845,7.2806,76.3700,0.0112,83.1233,9.0187,7.1132,72.4176,0.0117,76.6681
should,∫ʊd,CVC,3,1,9.0100,1,9.0100,15.0238,7.7437,92.0669,0.0278,123.1272,13.7073,7.5291,86.8480,0.0291,113.4296,14,9.2800,13,9.2177,14,9.2800,13,9.2800,2,2,2,2,26.7245,10.6144,167.9207,0.0102,214.7952,23.8422,10.7190,168.4838,0.0105,193.4844,16.1227,6.5591,59.8608,0.0178,134.4130,14.5154,6.4019,56.0613,0.0187,122.4660
shook,∫ʊk,CVC,3,3,6.4733,3,6.4733,13.2427,10.5185,156.4970,0.0311,106.7723,12.0717,10.3022,147.1807,0.0327,98.1273,18,8.4194,16,8.6994,18,8.4194,16,8.4194,10,10,10,10,27.8945,12.3500,240.7849,0.0129,225.1314,24.9713,12.7711,257.6386,0.0129,203.4216,17.4019,7.2915,77.9715,0.0238,144.7812,15.6538,7.4147,80.4149,0.0242,132.0408
sure,∫ʊr,CVC,3,0,,0,,8.1725,9.3136,113.6764,0.0172,67.4043,7.3934,9.1675,108.2053,0.0179,61.2893,17,8.9924,14,9.0943,17,8.9924,14,8.9924,2,2,2,2,27.6111,17.1789,477.9215,0.0129,224.0589,23.4517,15.5458,416.6660,0.0119,192.4817,15.8424,10.8483,170.1801,0.0236,133.2534,13.3768,9.8105,149.0435,0.0218,114.1122
shuck,∫ʌk,CVC,3,13,7.7438,12,7.6308,20.4932,10.0706,131.8904,0.0497,166.5040,18.4825,9.9877,126.7563,0.0519,151.1829,21,7.9019,19,8.0832,19,8.0363,17,8.0363,19,17,21,19,32.1849,13.9563,283.3947,0.0156,258.9219,29.3277,13.9114,276.9841,0.0161,237.6223,19.2306,8.6377,102.2997,0.0276,161.9360,17.5435,8.5013,97.2095,0.0288,149.4613
shun,∫ʌn,CVC,3,13,7.5662,12,7.4383,21.5512,7.1001,63.7778,0.0411,177.5495,19.2337,6.8843,60.1782,0.0416,159.2230,28,8.7664,22,8.8591,25,9.1852,19,9.1852,21,16,21,16,31.3400,11.8437,192.9441,0.0141,253.3159,27.5414,11.9072,201.2423,0.0136,223.7780,17.6026,6.5181,54.8361,0.0234,151.1918,15.1702,6.2319,52.0043,0.0221,132.1931
shut,∫ʌt,CVC,3,5,6.7700,5,6.7700,19.2743,6.7696,61.1646,0.0332,157.5722,17.4811,6.5709,56.8264,0.0349,143.9674,21,8.4895,19,8.5279,19,8.7326,17,8.7326,5,5,5,5,31.6860,12.1816,231.8901,0.0134,258.3349,28.6784,12.1951,231.5437,0.0137,235.5929,19.4488,7.3028,81.3094,0.0232,164.6971,17.6394,7.2426,79.9155,0.0240,151.0036
shove,∫ʌv,CVC,3,4,8.2425,4,8.2425,7.0164,8.4136,79.8099,0.0178,55.3934,6.5606,7.9897,71.3064,0.0189,52.0332,9,8.8156,9,8.8156,6,8.1150,6,8.1150,3,3,4,4,32.7417,13.2650,316.3383,0.0121,260.8097,29.3720,13.1996,306.1331,0.0126,235.5889,18.1287,5.3693,41.2374,0.0167,149.4656,16.2686,5.2178,38.2970,0.0175,135.4561
beach,bit∫,CVC,3,6,7.1083,6,7.1083,13.4894,13.1434,206.2720,0.0446,109.6422,12.1225,12.6054,186.5946,0.0473,99.2929,27,8.4556,21,8.9510,21,8.1590,17,8.1590,3,3,5,5,27.7199,11.7650,188.9095,0.0138,225.3049,23.6750,12.2472,206.5543,0.0133,195.7234,17.3471,6.7857,59.0468,0.0244,142.5805,14.7349,6.8807,61.2787,0.0237,123.6251
beech,bit∫,CVC,3,6,7.1083,6,7.1083,13.4894,13.1434,206.2720,0.0446,109.6422,12.1225,12.6054,186.5946,0.0473,99.2929,27,8.4556,21,8.9510,21,8.1590,17,8.1590,18,16,24,20,27.7199,11.7650,188.9095,0.0138,225.3049,23.6750,12.2472,206.5543,0.0133,195.7234,17.3471,6.7857,59.0468,0.0244,142.5805,14.7349,6.8807,61.2787,0.0237,123.6251
bead,bid,CVC,3,20,8.7080,15,8.8593,36.9860,7.0086,56.2135,0.0834,316.1489,29.0481,7.4404,64.9917,0.0768,256.6492,47,8.2330,34,8.9294,40,8.2120,29,8.2120,24,21,29,25,45.2301,10.5194,153.5856,0.0211,363.1200,37.5865,10.9787,173.1768,0.0194,308.7814,26.3696,5.9704,48.4043,0.0338,216.8269,21.7662,6.3483,56.4388,0.0322,183.5874
beef,bif,CVC,3,6,7.5750,5,7.4260,7.0777,17.7195,386.5783,0.0291,54.6506,6.0146,17.8229,379.1990,0.0303,46.3239,24,7.8796,19,8.1979,19,7.8663,15,7.8663,6,6,8,8,51.4924,11.5658,191.9595,0.0244,416.5349,43.4120,12.3842,222.7610,0.0231,357.0444,30.5987,7.2555,72.3629,0.0419,250.9049,25.6792,7.6959,81.1298,0.0408,215.4841
beak,bik,CVC,3,20,8.9730,16,9.5625,27.2973,8.5685,89.4769,0.0677,235.1345,22.0198,8.4239,88.9256,0.0619,198.0179,40,8.2680,26,9.1412,37,8.1376,24,8.1376,27,22,30,24,42.9889,10.9209,171.3512,0.0208,348.5391,35.7544,11.9108,217.2615,0.0188,296.0182,26.1449,6.5694,57.8724,0.0374,216.5860,21.3186,7.2915,75.0472,0.0342,182.3571
beam,bim,CVC,3,4,6.8925,4,6.8925,8.5043,16.5429,313.7109,0.0379,66.3853,7.9830,15.5124,274.5558,0.0405,62.6381,26,8.4015,18,9.2511,23,8.1648,16,8.1648,7,7,8,8,35.2023,14.2317,278.4808,0.0188,290.1710,29.3139,15.1644,326.1447,0.0173,246.6822,20.5819,8.7967,98.3229,0.0336,175.0753,16.8080,9.3586,115.2427,0.0311,147.2950
bean,bin,CVC,3,19,8.6389,16,9.1163,31.8062,6.5249,52.5062,0.0669,273.1309,26.0347,6.8877,58.9405,0.0652,232.1217,34,8.6497,28,8.9968,30,8.4580,25,8.4580,17,16,20,19,39.5820,11.1861,176.6599,0.0186,324.9062,33.5494,11.8586,198.4351,0.0180,279.5376,22.8238,6.9098,63.9948,0.0322,192.7924,19.1477,7.1634,68.8419,0.0318,165.0198
been,bin,CVC,3,19,8.6389,16,9.1163,31.8062,6.5249,52.5062,0.0669,273.1309,26.0347,6.8877,58.9405,0.0652,232.1217,34,8.6497,28,8.9968,30,8.4580,25,8.4580,0,0,1,1,39.5820,11.1861,176.6599,0.0186,324.9062,33.5494,11.8586,198.4351,0.0180,279.5376,22.8238,6.9098,63.9948,0.0322,192.7924,19.1477,7.1634,68.8419,0.0318,165.0198
beep,bip,CVC,3,4,7.2000,4,7.2000,9.6959,16.8370,321.3386,0.0408,77.0678,9.0228,15.7872,281.1542,0.0437,72.1881,30,8.2207,24,8.6129,26,8.1408,21,8.1408,14,13,16,14,43.4473,11.7996,200.7594,0.0219,351.4355,37.0521,12.5375,228.3930,0.0211,304.7694,26.4078,7.1759,70.0769,0.0392,217.6360,22.3779,7.5183,76.8679,0.0385,188.8771
beat,bit,CVC,3,19,8.6958,15,8.6660,36.2420,7.3231,60.8844,0.0848,310.3610,28.8844,7.5659,65.7768,0.0789,253.4268,47,8.8330,36,9.3742,38,8.9242,29,8.9242,7,7,9,9,45.6152,10.7133,155.9279,0.0224,374.7141,38.5366,11.1955,172.6124,0.0211,322.5853,27.7264,6.5765,56.2652,0.0388,233.2355,23.2978,6.7897,60.0331,0.0375,200.7761
beet,bit,CVC,3,19,8.6958,15,8.6660,36.2420,7.3231,60.8844,0.0848,310.3610,28.8844,7.5659,65.7768,0.0789,253.4268,47,8.8330,36,9.3742,38,8.9242,29,8.9242,35,28,41,33,45.6152,10.7133,155.9279,0.0224,374.7141,38.5366,11.1955,172.6124,0.0211,322.5853,27.7264,6.5765,56.2652,0.0388,233.2355,23.2978,6.7897,60.0331,0.0375,200.7761
bee's,biz,CVC,3,19,8.8600,15,9.0400,34.7401,7.2397,59.4096,0.0801,298.9825,27.7404,7.5420,65.5346,0.0750,246.5113,46,8.1628,34,8.7912,39,7.9951,28,7.9951,36,27,43,33,47.1803,10.4074,146.5441,0.0224,382.8117,38.9152,11.0617,174.7428,0.0205,321.8916,28.3573,6.3046,50.8916,0.0390,232.3920,22.9964,6.7557,61.8218,0.0360,193.0014
bees,biz,CVC,3,19,8.8600,15,9.0400,34.7401,7.2397,59.4096,0.0801,298.9825,27.7404,7.5420,65.5346,0.0750,246.5113,46,8.1628,34,8.7912,39,7.9951,28,7.9951,14,14,16,16,47.1803,10.4074,146.5441,0.0224,382.8117,38.9152,11.0617,174.7428,0.0205,321.8916,28.3573,6.3046,50.8916,0.0390,232.3920,22.9964,6.7557,61.8218,0.0360,193.0014
